,name,lastName,uri,imageUri,worthChange,age,source,industry,gender,country,timestamp,headquarters,state,realTimeWorth,realTimeRank,realTimePosition,squareImage,position,rank,worth,title,government,pay,managementAssets
821,Liu Yonghao,Liu,liu-yonghao,liu-yonghao,119.714,70.0,agribusiness,Service,M,China,1639104902515,,,8878.411,285.0,285.0,//specials-images.forbesimg.com/imageserve/5e75790610380d0006bdce24/416x416.jpg?background=000000&cropX1=819&cropX2=2910&cropY1=0&cropY2=2090,98.0,98.0,12300.0,,,,
822,Stefan Quandt,Quandt,stefan-quandt,stefan-quandt,-166.043,55.0,BMW,Automotive,M,Germany,1639104902515,,,23415.69,76.0,76.0,https://specials-images.forbesimg.com/imageserve/f257c2f96ce1171be43e685e6d8f9fa3/416x416.jpg?background=000000&cropX1=124&cropX2=725&cropY1=92&cropY2=693,99.0,98.0,12300.0,,,,
823,Ken Griffin,Griffin,ken-griffin,ken-griffin,0.0,53.0,hedge funds,Finance & Investments,M,United States,1639104902515,IL,Illinois,21005.457,91.0,91.0,//specials-images.forbesimg.com/imageserve/5d8a5e7e18444200084e658b/416x416.jpg?background=000000&cropX1=1024&cropX2=2061&cropY1=308&cropY2=1344,100.0,100.0,12100.0,"Founder & CEO, Citadel LLC",False,870.0,
824,David Tepper,Tepper,david-tepper,david-tepper,0.0,64.0,hedge funds,Finance & Investments,M,United States,1639104902515,FL,Florida,15800.0,133.0,133.0,https://specials-images.forbesimg.com/imageserve/5f4e9ddf5539e4341ae861af/416x416.jpg?background=000000&cropX1=1423&cropX2=4003&cropY1=121&cropY2=2699,101.0,101.0,12000.0,"President and Founder, Appaloosa Management",False,,
825,Wu Yajun,Wu,wu-yajun,wu-yajun,215.711,57.0,real estate,Real Estate,F,China,1639104902515,,,16020.554,128.0,128.0,https://specials-images.forbesimg.com/imageserve/59e8b2be4bbe6f37dda0c173/416x416.jpg?background=000000&cropX1=946&cropX2=3298&cropY1=699&cropY2=3052,102.0,101.0,12000.0,"Cofounder-chair, Longfor Group Holdings",False,,
826,Kwong Siu-hing,Kwong,kwong-siu-hing,no-pic-female,34.68,92.0,real estate,Real Estate,F,Hong Kong,1639104902515,,,12341.406,179.0,179.0,https://specials-images.forbesimg.com/imageserve/603522f7a9db4e55a215df75/416x416.jpg?background=000000&cropX1=144&cropX2=656&cropY1=1&cropY2=513,103.0,103.0,11900.0,,,,
827,Shiv Nadar,Nadar,shiv-nadar,shiv-nadar,-86.912,76.0,software services,Technology,M,India,1639104902515,,,28142.931,57.0,57.0,https://specials-images.forbesimg.com/imageserve/605e2b0c7cd0a7025abd3e15/416x416.jpg?background=000000&cropX1=0&cropX2=1080&cropY1=0&cropY2=1080,104.0,103.0,11900.0,,,,
828,Sun Piaoyang,Sun,sun-piaoyang,sun-piaoyang,850.084,63.0,pharmaceuticals,Healthcare,M,China,1639104902515,,,22016.049,83.0,83.0,//specials-images.forbesimg.com/imageserve/5bcf9178a7ea43705914d65b/416x416.jpg?background=000000&cropX1=724&cropX2=3557&cropY1=0&cropY2=2832,105.0,105.0,11800.0,,,,
829,Lui Che Woo,Lui,lui-che-woo,lui-che-woo,-224.933,92.0,casinos/hotels,Gambling & Casinos,M,Hong Kong,1639104902515,,,11858.928,185.0,185.0,//specials-images.forbesimg.com/imageserve/5e764d2710380d0006fbb045/416x416.jpg?background=000000&cropX1=1382&cropX2=3998&cropY1=0&cropY2=2616,106.0,106.0,11700.0,,,,
830,Ricardo Salinas Pliego,Salinas Pliego,ricardo-salinas-pliego,ricardo-salinas-pliego,-27.026,66.0,"retail, media",Fashion & Retail,M,Mexico,1639104902515,,,13250.668,161.0,161.0,//specials-images.forbesimg.com/imageserve/5e76f7eed8e1ae0007b727e6/416x416.jpg?background=000000&cropX1=704&cropX2=1950&cropY1=125&cropY2=1371,107.0,106.0,11700.0,,,,
831,Li Xiting,Li,li-xiting,no-pic,1245.311,70.0,medical devices,Healthcare,M,Singapore,1639104902515,,,21549.626,88.0,88.0,https://specials-images.forbesimg.com/imageserve/61114d1ee2a2505345419c4e/416x416.jpg?background=000000&cropX1=0&cropX2=949&cropY1=0&cropY2=950,108.0,108.0,11600.0,,,,
832,Reinhold Wuerth,Wuerth,reinhold-wuerth,reinhold-wuerth,0.0,86.0,fasteners,Manufacturing,M,Germany,1639104902515,,,16018.098,129.0,129.0,//specials-images.forbesimg.com/imageserve/5e76350710380d0006fbadf8/416x416.jpg?background=000000&cropX1=2132&cropX2=5568&cropY1=0&cropY2=3434,109.0,108.0,11600.0,,,,
833,"John Menard, Jr.",Menard,john-menard-jr,john-menard-jr,-0.097,81.0,home improvement stores,Fashion & Retail,M,United States,1639104902515,WI,Wisconsin,20582.437,93.0,93.0,//specials-images.forbesimg.com/imageserve/5f0f870a933def00067666de/416x416.jpg?background=000000&cropX1=223&cropX2=1909&cropY1=133&cropY2=1820,110.0,110.0,11500.0,"Founder, Menards",False,,
834,Pang Kang,Pang,pang-kang,no-pic,476.314,65.0,soy sauce,Food & Beverage,M,China,1639104902515,,,24265.373,73.0,73.0,https://specials-images.forbesimg.com/imageserve/6050f48ca1ab099ed6e290cc/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800,111.0,110.0,11500.0,,,,
835,Peter Woo,Woo,peter-woo,peter-woo,254.928,75.0,real estate,Real Estate,M,Hong Kong,1639104902515,,,18623.056,102.0,102.0,//specials-images.forbesimg.com/imageserve/5e3b22f4a854780006b0851f/416x416.jpg?background=000000&cropX1=27&cropX2=1959&cropY1=82&cropY2=2015,112.0,110.0,11500.0,,,,
836,Roman Abramovich,Abramovich,roman-abramovich,roman-abramovich,-37.17,55.0,"steel, investments",Diversified,M,Russia,1639104902515,,,14308.922,151.0,151.0,//specials-images.forbesimg.com/imageserve/5e778510c7b02d000666d855/416x416.jpg?background=000000&cropX1=96&cropX2=1220&cropY1=102&cropY2=1227,113.0,113.0,11300.0,,,,
837,Udo & Harald Tschira,Tschira,udo-harald-tschira,no-pic,1.241,,software,Technology,M,Germany,1639104902515,,,4219.588,756.0,756.0,,114.0,113.0,11300.0,,,,
838,Mikhail Prokhorov,Prokhorov,mikhail-prokhorov,mikhail-prokhorov,12.723,56.0,investments,Finance & Investments,M,Russia,1639104902515,,,11488.211,196.0,196.0,//specials-images.forbesimg.com/imageserve/5e7780f010380d0006fbbead/416x416.jpg?background=000000&cropX1=676&cropX2=4221&cropY1=0&cropY2=3542,115.0,115.0,11200.0,"Owner, Brooklyn Nets",False,,
839,Xu Hang,Xu,xu-hang,no-pic,1083.736,55.0,medical devices,Healthcare,M,Hong Kong,1639104902515,,,19573.747,98.0,98.0,https://specials-images.forbesimg.com/imageserve/6182bb73ac4ca523bf1e3a2c/416x416.jpg?background=000000&cropX1=304&cropX2=1307&cropY1=62&cropY2=1064,116.0,115.0,11200.0,,,,
840,Pallonji Mistry,Mistry,pallonji-mistry,pallonji-mistry,-81.375,92.0,construction,Construction & Engineering,M,Ireland,1639104902515,,,15742.293,134.0,134.0,//specials-images.forbesimg.com/imageserve/222dbe79a423261046cbdb42ac70e16b/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=3&cropY2=744,117.0,117.0,11100.0,,,,
841,Philip Anschutz,Anschutz,philip-anschutz,philip-anschutz,0.0,81.0,investments,Finance & Investments,M,United States,1639104902515,CO,Colorado,10935.559,205.0,205.0,https://specials-images.forbesimg.com/imageserve/5efa16915f1126000639e990/416x416.jpg?background=000000&cropX1=522&cropX2=4000&cropY1=840&cropY2=4320,118.0,118.0,11000.0,,,,
842,German Larrea Mota Velasco,Larrea Mota Velasco,german-larrea-mota-velasco,no-pic,254.795,68.0,mining,Metals & Mining,M,Mexico,1639104902515,,,24686.627,70.0,70.0,//specials-images.forbesimg.com/imageserve/597a47174bbe6f3eb800b6b8/416x416.jpg?background=000000&cropX1=1901&cropX2=3603&cropY1=368&cropY2=2069,119.0,118.0,11000.0,,,,
843,Pierre Omidyar,Omidyar,pierre-omidyar,pierre-omidyar,-407.134,54.0,"eBay, PayPal",Technology,M,United States,1639104902515,HI,Hawaii,18211.731,107.0,107.0,//specials-images.forbesimg.com/imageserve/5f11f5931c59f70008546278/416x416.jpg?background=000000&cropX1=317&cropX2=854&cropY1=226&cropY2=763,120.0,118.0,11000.0,"Founder, eBay",False,,
844,James Ratcliffe,Ratcliffe,james-ratcliffe,james-ratcliffe,0.0,68.0,chemicals,Manufacturing,M,United Kingdom,1639104902515,,,14384.731,149.0,149.0,https://specials-images.forbesimg.com/imageserve/5c726a0f31358e35dd2701e3/416x416.jpg?background=000000&cropX1=715&cropX2=2215&cropY1=115&cropY2=1614,121.0,118.0,11000.0,,,,
845,Zhang Yong,Zhang,zhang-yong-1,no-pic,-21.551,51.0,restaurants,Food & Beverage,M,Singapore,1639104902515,,,7620.473,360.0,360.0,//specials-images.forbesimg.com/imageserve/5bcf936c31358e5b433446e2/416x416.jpg?background=000000&cropX1=1547&cropX2=3998&cropY1=313&cropY2=2762,122.0,118.0,11000.0,,,,
846,Robert & Philip Ng,Ng,robert-philip-ng,robert-philip-ng,6.999,,real estate,Real Estate,M,Singapore,1639104902515,,,13962.945,154.0,154.0,//specials-images.forbesimg.com/imageserve/5e77a000c7b02d000666d9d0/416x416.jpg?background=000000&cropX1=374&cropX2=1154&cropY1=134&cropY2=913,123.0,123.0,10900.0,,,,
847,Iris Fontbona,Fontbona,iris-fontbona,no-pic-female,-132.716,78.0,mining,Metals & Mining,F,Chile,1639104902515,,,19423.973,100.0,100.0,//specials-images.forbesimg.com/imageserve/5c6db2974bbe6f0ec75418f0/416x416.jpg?background=000000&cropX1=124&cropX2=491&cropY1=0&cropY2=367,124.0,124.0,10800.0,,,,
848,Abigail Johnson,Johnson,abigail-johnson,abigail-johnson,0.0,59.0,money management,Finance & Investments,F,United States,1639104902515,MA,Massachusetts,25585.99,66.0,66.0,//specials-images.forbesimg.com/imageserve/5f15ddd274642d00070464eb/416x416.jpg?background=000000&cropX1=62&cropX2=1355&cropY1=144&cropY2=1437,125.0,124.0,10800.0,"CEO, Fidelity Investments",False,,1900000.0
849,Donald Newhouse,Newhouse,donald-newhouse,donald-newhouse,-431.432,92.0,media,Media & Entertainment,M,United States,1639104902515,NY,New York,15135.68,141.0,141.0,https://specials-images.forbesimg.com/imageserve/5f4e9fd63fe2632db7de396e/416x416.jpg?background=000000&cropX1=421&cropX2=2796&cropY1=63&cropY2=2436,126.0,124.0,10800.0,,,,
850,Graeme Hart,Hart,graeme-hart,graeme-hart,-62.764,66.0,investments,Finance & Investments,M,New Zealand,1639104902515,,,8579.767,300.0,300.0,//specials-images.forbesimg.com/imageserve/5c715725a7ea4310004343b5/416x416.jpg?background=000000&cropX1=843&cropX2=3343&cropY1=11&cropY2=2513,127.0,127.0,10500.0,,,,
851,Viktor Vekselberg,Vekselberg,viktor-vekselberg,viktor-vekselberg,-6.121,64.0,"metals, energy",Energy,M,Russia,1639104902515,,,9476.655,258.0,258.0,//specials-images.forbesimg.com/imageserve/5e7790bf10380d0006fbc0f7/416x416.jpg?background=000000&cropX1=1130&cropX2=3452&cropY1=20&cropY2=2341,128.0,127.0,10500.0,,,,
852,Goh Cheng Liang,Goh,goh-cheng-liang,goh-cheng-liang,641.184,94.0,paints,Manufacturing,M,Singapore,1639104902515,,,16950.528,119.0,119.0,https://specials-images.forbesimg.com/imageserve/611527c653b47989bac8d588/416x416.jpg?background=000000&cropX1=0&cropX2=3937&cropY1=176&cropY2=4115,129.0,129.0,10400.0,,,,
853,Uday Kotak,Kotak,uday-kotak,uday-kotak,-68.866,62.0,banking,Finance & Investments,M,India,1639104902515,,,15462.184,138.0,138.0,//specials-images.forbesimg.com/imageserve/59d3d4884bbe6f37dd9fe8da/416x416.jpg?background=000000&cropX1=371&cropX2=1981&cropY1=444&cropY2=2055,130.0,129.0,10400.0,,,,
854,Jorge Paulo Lemann,Lemann,jorge-paulo-lemann,jorge-paulo-lemann,-21.455,82.0,beer,Food & Beverage,M,Brazil,1639104902515,,,15168.989,140.0,140.0,https://specials-images.forbesimg.com/imageserve/5c6cc0bfa7ea437e33f375c1/416x416.jpg?background=000000&cropX1=1589&cropX2=3189&cropY1=0&cropY2=1599,131.0,129.0,10400.0,,,,
855,Jorn Rausing,Rausing,jorn-rausing,no-pic,-4.566,61.0,packaging,Food & Beverage,M,Sweden,1639104902515,,,13021.03,166.0,167.0,//specials-images.forbesimg.com/imageserve/58a2883b31358e1a35ab540d/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=50&cropY2=794,132.0,132.0,10300.0,,,,
856,Hank & Doug Meijer,Meijer,hank-doug-meijer,hank-doug-meijer,0.0,,supermarkets,Fashion & Retail,M,United States,1639104902515,MI,Michigan,15622.59,136.0,136.0,//specials-images.forbesimg.com/imageserve/7323a2a143c9b646a26c7cb1944bfb73/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=64&cropY2=808,133.0,133.0,10200.0,,,,
857,Stefano Pessina,Pessina,stefano-pessina,stefano-pessina,97.212,80.0,drugstores,Fashion & Retail,M,Italy,1639104902515,,,10004.223,237.0,237.0,//specials-images.forbesimg.com/imageserve/5c70cd5c31358e35dd26ecf4/416x416.jpg?background=000000&cropX1=305&cropX2=3948&cropY1=8&cropY2=3648,134.0,133.0,10200.0,,,,
858,Suleiman Kerimov,Kerimov & family,suleiman-kerimov-family,no-pic,-356.399,55.0,investments,Finance & Investments,M,Russia,1639104902515,,,14695.737,142.0,142.0,//specials-images.forbesimg.com/imageserve/5e9727811048ea0006cbdc43/416x416.jpg?background=000000&cropX1=865&cropX2=3420&cropY1=90&cropY2=2644,135.0,135.0,10000.0,,,,
859,Stanley Kroenke,Kroenke,stanley-kroenke,stanley-kroenke,0.0,74.0,"sports, real estate",Sports,M,United States,1639104902515,TX,Texas,10662.0,216.0,216.0,//specials-images.forbesimg.com/imageserve/5d8a620422254b0008e15a49/416x416.jpg?background=000000&cropX1=401&cropX2=2960&cropY1=0&cropY2=2557,136.0,135.0,10000.0,,,,
860,Joseph Tsai,Tsai,joseph-tsai,joseph-tsai,51.238,57.0,e-commerce,Technology,M,Canada,1639104902515,,,8637.131,294.0,294.0,//specials-images.forbesimg.com/imageserve/5e7446a210380d0006bdad3b/416x416.jpg?background=000000&cropX1=1435&cropX2=2525&cropY1=275&cropY2=1364,137.0,135.0,10000.0,,,,
861,Gordon Moore,Moore,gordon-moore,gordon-moore,-218.086,92.0,Intel,Technology,M,United States,1639104902515,CA,California,10317.977,228.0,228.0,//specials-images.forbesimg.com/imageserve/9032bff5e34d21282fd3b61994953d63/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=52&cropY2=796,138.0,138.0,9800.0,"Cofounder and Chairman Emeritus, Intel",False,,
862,Jan Koum,Koum,jan-koum,jan-koum,-4.333,45.0,WhatsApp,Technology,M,United States,1639104902515,CA,California,10626.931,217.0,217.0,//specials-images.forbesimg.com/imageserve/5d8a61aa22254b0008e15a3f/416x416.jpg?background=000000&cropX1=46&cropX2=1310&cropY1=63&cropY2=1329,139.0,139.0,9700.0,"CEO, cofounder, WhatsApp Inc.",False,,
863,Robin Zeng,Zeng,robin-zeng,no-pic,74.657,52.0,batteries,Energy,M,Hong Kong,1639104902515,,,57758.096,24.0,24.0,https://specials-images.forbesimg.com/imageserve/6067bcb1bfd36aed75c0c223/416x416.jpg?background=000000&cropX1=19&cropX2=1080&cropY1=19&cropY2=1080,140.0,139.0,9700.0,,,,
864,John Fredriksen,Fredriksen,john-fredriksen,john-fredriksen,-12.249,76.0,shipping,Logistics,M,Cyprus,1639104902515,,,10676.669,213.0,213.0,//specials-images.forbesimg.com/imageserve/5e7587f4d8e1ae0007b7161f/416x416.jpg?background=000000&cropX1=169&cropX2=817&cropY1=7&cropY2=655,141.0,141.0,9600.0,,,,
865,Robert Kuok,Kuok,robert-kuok,robert-kuok,71.408,98.0,"palm oil, shipping, property",Diversified,M,Malaysia,1639104902515,,,11117.234,202.0,202.0,//specials-images.forbesimg.com/imageserve/5c70f2834bbe6f79c547439c/416x416.jpg?background=000000&cropX1=86&cropX2=2585&cropY1=350&cropY2=2851,142.0,141.0,9600.0,,,,
866,Andreas Struengmann,Struengmann,andreas-struengmann,andreas-struengmann,-441.159,71.0,pharmaceuticals,Healthcare,M,Germany,1639104902515,,,21695.149,85.0,85.0,//specials-images.forbesimg.com/imageserve/6a78176d9c8ceafa3994533f92281f82/416x416.jpg?background=000000&cropX1=61&cropX2=553&cropY1=4&cropY2=496,143.0,141.0,9600.0,,,,
867,Thomas Struengmann,Struengmann,thomas-struengmann,thomas-struengmann,-441.159,71.0,pharmaceuticals,Healthcare,M,Germany,1639104902515,,,21695.149,85.0,86.0,//specials-images.forbesimg.com/imageserve/5a7e557831358e4955ad137a/416x416.jpg?background=000000&cropX1=0&cropX2=2573&cropY1=5&cropY2=2580,144.0,141.0,9600.0,,,,
868,Hui Wing Mau,Hui,hui-wing-mau,hui-wing-mau,-48.233,71.0,real estate,Real Estate,M,Hong Kong,1639104902515,,,6583.203,439.0,439.0,//specials-images.forbesimg.com/imageserve/5dc054da5e338c0006622d3e/416x416.jpg?background=000000&cropX1=726&cropX2=2516&cropY1=169&cropY2=1959,145.0,145.0,9500.0,,,,
869,Dustin Moskovitz,Moskovitz,dustin-moskovitz,dustin-moskovitz,-402.668,37.0,Facebook,Technology,M,United States,1639104902515,CA,California,20709.421,92.0,92.0,https://specials-images.forbesimg.com/imageserve/618e7aa763edefacc10f9cff/416x416.jpg?background=000000&cropX1=0&cropX2=1454&cropY1=75&cropY2=1530,146.0,146.0,9300.0,"Cofounder, Asana",False,,
870,Lei Jun,Lei,lei-jun,lei-jun,-92.333,51.0,smartphones,Technology,M,China,1639104902515,,,16234.018,125.0,125.0,//specials-images.forbesimg.com/imageserve/5e7550d42a573300068feb7b/416x416.jpg?background=000000&cropX1=745&cropX2=2367&cropY1=15&cropY2=1636,147.0,147.0,9200.0,"Founder and CEO, Xiaomi",False,,
871,Quek Leng Chan,Quek,quek-leng-chan,quek-leng-chan,0.0,80.0,"banking, property",Diversified,M,Malaysia,1639104902515,,,9411.693,259.0,259.0,//specials-images.forbesimg.com/imageserve/9bbc3bf3ec43d1372354224b2f0c3ae6/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=44&cropY2=787,148.0,147.0,9200.0,,,,
872,Sun Hongbin,Sun,sun-hongbin,sun-hongbin,108.05,58.0,real estate,Real Estate,M,United States,1639104902515,,,5488.192,547.0,547.0,https://specials-images.forbesimg.com/imageserve/60c11dd14082164c4ca63610/416x416.jpg?background=000000&cropX1=757&cropX2=2671&cropY1=100&cropY2=2013,149.0,147.0,9200.0,,,,
873,Finn Rausing,Rausing,finn-rausing,no-pic,-4.566,66.0,packaging,Food & Beverage,M,Sweden,1639104902515,,,13021.03,166.0,166.0,//specials-images.forbesimg.com/imageserve/58a285984bbe6f0e5586bbff/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=61&cropY2=805,150.0,150.0,9100.0,,,,
874,Kirsten Rausing,Rausing,kirsten-rausing,kirsten-rausing,-4.566,69.0,packaging,Food & Beverage,F,Sweden,1639104902515,,,13021.03,166.0,168.0,//specials-images.forbesimg.com/imageserve/58a2898531358e1a35ab5427/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=0&cropY2=743,151.0,150.0,9100.0,,,,
875,Charoen Sirivadhanabhakdi,Sirivadhanabhakdi,charoen-sirivadhanabhakdi,charoen-sirivadhanabhakdi,,77.0,"alcohol, real estate",Food & Beverage,M,Thailand,1617669489057,,,,,,https://specials-images.forbesimg.com/imageserve/60d9ed504bb9397d72570f0a/416x416.jpg?background=000000&cropX1=0&cropX2=600&cropY1=0&cropY2=600,152.0,150.0,9100.0,,,,
876,Stewart and Lynda Resnick,Resnick,stewart-and-lynda-resnick,stewart-and-lynda-resnick,,,"agriculture, water",Food & Beverage,,United States,1617122465157,CA,California,,,,//specials-images.forbesimg.com/imageserve/5d8a62f922254b0008e15a59/416x416.jpg?background=000000&cropX1=20&cropX2=1602&cropY1=26&cropY2=1609,153.0,153.0,9000.0,,,,
877,Luis Carlos Sarmiento,Sarmiento,luis-carlos-sarmiento,luis-carlos-sarmiento,-6.545,88.0,banking,Finance & Investments,M,Colombia,1639104902515,,,9641.18,252.0,252.0,//specials-images.forbesimg.com/imageserve/5e758645c7b02d000666c32a/416x416.jpg?background=000000&cropX1=947&cropX2=2066&cropY1=21&cropY2=1139,154.0,153.0,9000.0,,,,
878,Gautam Adani,Adani,gautam-adani-1,no-pic,904.037,59.0,"commodities, ports",Diversified,M,India,1639104902515,,,81164.112,13.0,13.0,https://specials-images.forbesimg.com/imageserve/59cd4d61a7ea434a34f47b11/416x416.jpg?background=000000&cropX1=891&cropX2=4131&cropY1=69&cropY2=3309,155.0,155.0,8900.0,,,,
879,Christy Walton,Walton,christy-walton,christy-walton,48.978,72.0,Walmart,Fashion & Retail,F,United States,1639104902515,WY,Wyoming,7838.859,351.0,351.0,//specials-images.forbesimg.com/imageserve/f12075ee278b0ce676c90b51cc5e60d6/416x416.jpg?background=000000&cropX1=13&cropX2=744&cropY1=29&cropY2=761,156.0,155.0,8900.0,"Co-Chair, Children's Scholarship Fund",False,,
880,Sunil Mittal,Mittal,sunil-mittal,sunil-mittal,-23.544,64.0,telecom,Telecom,M,India,1639104902515,,,14420.568,148.0,148.0,https://specials-images.forbesimg.com/imageserve/61572f6aff2e22d56fabfa8a/416x416.jpg?background=000000&cropX1=1067&cropX2=3993&cropY1=0&cropY2=2928,157.0,157.0,8800.0,,,,
881,Zhang Bangxin,Zhang,zhang-bangxin,no-pic,-42.6,41.0,education,Service,M,China,1639104902515,,,1210.302,2407.0,2407.0,//specials-images.forbesimg.com/imageserve/5e79309b10380d0006fbe51f/416x416.jpg?background=000000&cropX1=1043&cropX2=2985&cropY1=104&cropY2=2044,158.0,157.0,8800.0,,,,
882,Anthony Pratt,Pratt,anthony-pratt,anthony-pratt,0.0,61.0,manufacturing,Manufacturing,M,Australia,1639104902515,,,9922.564,244.0,244.0,//specials-images.forbesimg.com/imageserve/5e73f2db07adf00006db9b37/416x416.jpg?background=000000&cropX1=1589&cropX2=3212&cropY1=46&cropY2=1668,159.0,159.0,8700.0,,,,
883,German Khan,Khan,german-khan,german-khan,6.84,60.0,"oil, banking, telecom",Energy,M,Russia,1639104902515,,,9844.994,247.0,247.0,//specials-images.forbesimg.com/imageserve/58a25b944bbe6f0e5586b9e8/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=240&cropY2=983,160.0,160.0,8500.0,,,,
884,Eduardo Saverin,Saverin,eduardo-saverin,eduardo-saverin,-39.562,39.0,Facebook,Technology,M,Brazil,1639104902515,,,18179.827,108.0,108.0,https://specials-images.forbesimg.com/imageserve/61114d7c57eb065321419c4e/416x416.jpg?background=000000&cropX1=0&cropX2=2236&cropY1=0&cropY2=2235,161.0,161.0,8400.0,"Cofounder, Facebook",False,,
885,Aliko Dangote,Dangote,aliko-dangote,aliko-dangote,-992.451,64.0,"cement, sugar",Manufacturing,M,Nigeria,1639104902515,,,12544.38,173.0,173.0,https://specials-images.forbesimg.com/imageserve/5c33a1554bbe6f7020fb2fd2/416x416.jpg?background=000000&cropX1=865&cropX2=2774&cropY1=206&cropY2=2115,162.0,162.0,8300.0,"CEO, Dangote Group",False,,
